<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,-0.6381029412349328,-0.33186158309427555,-0.12399925116849704
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,0.4057270438227032,0.2892782694372713,-0.18581852707161733
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,0.3874214712561864,0.28028346113168295,-0.2463674462809194
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,0.43845406619265814,0.29739963235710726,-0.20479272849545146
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,-348.16057691156607,-2138.6030555365337,772.364085988677
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,43.355155741398576,30.16602813524657,-65.35355134579794
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,10,0.0018845661675666995,-0.0326240102761943,0.0037839177515631576
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,0.38118305842501804,0.31889087584623405,-0.4105131311165413
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,-332.019101680147,1013.3255919220996,313.5775429933553
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,-1606.6460763827276,-890.2015355681103,365.7404244349802
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,-3031.731958314531,-636.1278184998562,-4837.647908855986
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,579.4518269121494,4380.527356773976,-4225.015313880269
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,1105.2823347156452,368.99351384340457,-541.4750167459886
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,10,52.17437641799709,-206.61213832170637,-100.00164285013489
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,-211.47516142572525,-1259.6808856505738,314.4953173591837
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,10,-167.02462173256208,1720.4115194529193,151.77374916407592
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,2906.9708522406895,1635.9965135656312,-810.7410827841175
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,-936.3246851879211,-304.3984737804637,575.3336852426842
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,10,-563.2245119739148,1021.3686089424486,-841.8899197975057
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,-248.99068357769454,-170.30057207151106,234.8640290631841
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,-379.7692154293281,190.48162105251168,239.98941294034572
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,-83.82643629820737,-69.51605700598358,40.248546797185554
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,377.987205797156,-540.9528665000107,-143.55620207281177
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,-1282.886807416271,-400.5830939814638,545.8553905402536
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,-1187.9954493706978,-622.6923181638618,-542.964044051955
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,-1814.0095647704472,-1183.0752004415006,-872.7462623017893
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,-1462.6364341211897,-556.2643991137563,-2126.0273506559597
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,337.4890510358997,586.2642972263678,-712.911989323714
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,-875.8866685741716,-809.1879275789796,2281.4956863773277
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,3151.191960569893,1551.940228951527,3662.2627719519683
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,2501.164471454139,1123.6332574787762,3353.046581606247
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,-1570.621426809285,-750.7911964243347,1004.7713281034423
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,409.125122718328,-216.44579559148835,2103.401646101658
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,65.64025605752454,-19.34597887043998,130.31980659077226
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,2390.8541571760634,1352.0947401577712,739.2695320457888
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,1986.5471265811893,1057.8134410593757,577.7269757508452
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,-51.24543936430564,100.46668413000043,-451.10287229151254
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,690.9788024609264,324.8795282654989,-40.10372838477497
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,273.4761046140341,128.62095425867213,-256.78824475171854
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,1521.6524432784574,899.5837297923109,59.58080405780038
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,1285.1223794896698,712.4756246830073,-22.311869680926463
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,262.03410765960984,241.16031026121962,-459.8274607574682
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,536.768517856444,316.3690487149096,-328.61581795097794
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,9,-256.6405800845356,-271.5212031038857,772.7486810198086
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,10,-435.3633990249234,590.2404826277207,-209.69966207349717
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,19127.325363669835,12160.447240123116,4847.63081398843
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,18843.593986980337,12106.154920548877,4534.9972024366825
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,19455.45955688995,14047.555324002584,7514.643167974581
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,19807.521554468927,14304.0994437414,8692.378609231951
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,-27439.474617617518,-17550.496927500935,-6390.314431294086
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,-27207.21620743494,-17653.28716963632,-5957.358745596963
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,-28963.117642522906,-20862.980108307383,-10686.991957631832
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,16,-29310.20408908309,-21263.717107371114,-12406.811346224975
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,13,7974.779869902921,5033.640221103831,3065.2803492427306
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,14,8347.679071473063,5335.168698756048,3029.697914859929
<built-in method fromtimestamp of type object at 0x00007FFB94DA2650>,15,8452.515218460561,6097.039187907525,4394.869429156525
