Time	ID	Ax_cm/s2	Ay_cm/s2	Az_cm/s2	Q0	Q1	Q2	Q3
20:52:21.236	14	-22.555295	920.844435	-207.90098	0.06961	0.15515	-0.81506	-0.55374
20:52:21.268	13	-204.958985	-633.50959	-211.82364	0.46777	-0.66434	-0.34543	0.46945
20:52:21.328	14	-35.30394	900.25047	-355.981395	0.06961	0.15515	-0.81506	-0.55374
20:52:21.362	13	-225.55295	-736.479415	-206.920315	0.46777	-0.66434	-0.34543	0.46945
20:52:21.448	14	-27.45862	913.97978	-332.445435	0.07504	0.16089	-0.81412	-0.5528
20:52:21.450	13	-287.334845	-806.10663	-216.726965	0.46777	-0.66434	-0.34543	0.46945
20:52:21.538	14	-110.815145	913.97978	-305.96748	0.07504	0.16089	-0.81412	-0.5528
20:52:21.568	13	-364.80738	-707.059465	-249.08891	0.43909	-0.68665	-0.35489	0.45789
20:52:21.626	14	-43.14926	876.71451	-324.600115	0.07504	0.16089	-0.81412	-0.5528
20:52:21.660	13	-382.45935	-751.18939	-341.27142	0.43909	-0.68665	-0.35489	0.45789
20:52:21.747	14	-46.091255	901.231135	-345.19408	0.07019	0.16324	-0.81808	-0.54684
20:52:21.751	13	-262.81822	-824.739265	-449.14457	0.43909	-0.68665	-0.35489	0.45789
20:52:21.842	14	-87.279185	888.48249	-361.865385	0.07019	0.16324	-0.81808	-0.54684
20:52:21.898	13	-334.406765	-918.883105	-482.48718	0.37402	-0.72525	-0.40378	0.41345
20:52:21.926	14	-22.555295	889.463155	-363.826715	0.07019	0.16324	-0.81808	-0.54684
20:52:21.988	13	-245.16625	-930.651085	-405.014645	0.37402	-0.72525	-0.40378	0.41345
20:52:22.048	14	-70.60788	447.18324	-164.75172	0.07019	0.16324	-0.81808	-0.54684
20:52:22.080	13	-110.815145	-1074.80884	-326.561445	0.37402	-0.72525	-0.40378	0.41345
20:52:22.138	14	-134.351105	890.44382	-374.61403	0.05807	0.18018	-0.82162	-0.53757
20:52:22.200	13	-162.79039	-968.89702	-325.58078	0.3714	-0.69241	-0.44806	0.42633
20:52:22.230	14	-127.48645	862.9852	-365.788045	0.05807	0.18018	-0.82162	-0.53757
20:52:22.288	13	-187.307015	-899.269805	-282.43152	0.3714	-0.69241	-0.44806	0.42633
20:52:22.350	14	-218.688295	847.29456	-289.296175	0.05807	0.18018	-0.82162	-0.53757
20:52:22.378	13	-103.95049	-906.13446	-257.914895	0.3714	-0.69241	-0.44806	0.42633
20:52:22.466	14	-212.804305	1041.46623	-337.34876	0.00696	0.19077	-0.85419	-0.48352
20:52:22.498	13	-104.931155	-921.8251	-316.754795	0.43616	-0.66977	-0.43253	0.41708
20:52:22.556	14	-151.02241	893.385815	-594.28299	0.00696	0.19077	-0.85419	-0.48352
20:52:22.590	13	-40.207265	-908.09579	-274.5862	0.43616	-0.66977	-0.43253	0.41708
20:52:22.676	14	-181.423025	811.99062	-647.2389	0.00696	0.19077	-0.85419	-0.48352
20:52:22.680	13	-41.18793	-899.269805	-364.80738	0.43616	-0.66977	-0.43253	0.41708
20:52:22.767	14	-176.5197	809.048625	-571.727695	0.00687	0.19998	-0.85184	-0.48398
20:52:22.799	13	-121.60246	-944.380395	-278.50886	0.45401	-0.66684	-0.43655	0.39813
20:52:22.860	14	-209.86231	765.899365	-541.32708	0.00687	0.19998	-0.85184	-0.48398
20:52:22.892	13	-137.2931	-896.32781	-331.46477	0.45401	-0.66684	-0.43655	0.39813
20:52:22.977	14	-187.307015	781.590005	-472.68053	0.00687	0.19998	-0.85184	-0.48398
20:52:22.981	13	-80.41453	-928.689755	-295.180165	0.45401	-0.66684	-0.43655	0.39813
