Timestamp,Keypoint_ID,Keypoint_Nombre,X_cm,Y_cm,Z_cm
2025-04-03 15:19:01.992,7,-0.05094182516377707,-0.029268010039219663,-0.03759679450558553
2025-04-03 15:19:01.993,8,-0.03314156628525134,-0.04201037894286287,-0.032723148254574494
2025-04-03 15:19:01.994,13,-0.02341839251485299,-0.02271522023554732,0.018798729245044197
2025-04-03 15:19:01.995,14,0.026650429914966512,-0.027798298740692375,0.11836054951127042
2025-04-03 15:19:01.996,15,-0.024009420247023076,-0.03586302407125117,0.0006965197435028031
2025-04-03 15:19:01.997,16,0.14988563728789897,-0.02860702597927318,0.032723148254574494
2025-04-03 15:19:02.172,7,-4.112035982677678,-2.3762008984103202,1.5386513911519857
2025-04-03 15:19:02.173,8,-4.9068848287897335,0.9322384355916385,-0.9805417375034603
2025-04-03 15:19:02.174,13,-1.3951182433989973,0.09639603451596768,1.3687361231393302
2025-04-03 15:19:02.175,14,-0.8652269027944424,0.8435329777009013,2.1711895643542714
2025-04-03 15:19:02.176,15,0.019621287874964786,0.6541191514789381,-0.5036208930983855
2025-04-03 15:19:02.177,16,0.5478574831444677,0.8560322050472128,0.6032448961182528
2025-04-03 15:19:02.335,7,-12.14942650275201,-0.21341272955082413,-11.798902510066801
2025-04-03 15:19:02.336,8,-13.685754510960459,-5.60988658325362,4.799174507338683
2025-04-03 15:19:02.337,13,-13.952282995757892,-0.46907042430803236,-8.672070903083378
2025-04-03 15:19:02.338,14,-5.625319117607785,-1.007631960848072,6.6346290739328335
2025-04-03 15:19:02.339,15,-13.495796092764827,0.2691288457466051,8.826702691486163
2025-04-03 15:19:02.340,16,-2.3607269001965623,0.8845340072752308,11.389849319517557
2025-04-03 15:19:02.503,7,-24.29545600974497,-3.7705743522927326,-2.5107714593869623
2025-04-03 15:19:02.505,8,-13.7121856396737,1.5938876191730822,-4.785078664585725
2025-04-03 15:19:02.506,13,-15.09807598175484,-10.363389750100692,-29.887604489367916
2025-04-03 15:19:02.507,14,-9.283176279255208,-1.987284235500344,5.279369328368323
2025-04-03 15:19:02.508,15,-5.091141779403753,-9.717522582461129,-15.488248365585834
2025-04-03 15:19:02.509,16,2.194008231746496,-7.566471617977549,-4.567041476180615
2025-04-03 15:19:02.691,7,-27.562428264019605,-8.48917251480334,-0.8778650171486639
2025-04-03 15:19:02.692,8,-23.185546015064233,5.067646135981075,-6.943768063467558
2025-04-03 15:19:02.693,13,-3.012438199540327,-3.946989928255528,-46.056863285838816
2025-04-03 15:19:02.694,14,-10.01155801137714,5.304087082451963,10.711866726103247
2025-04-03 15:19:02.695,15,3.682202057242579,-1.2395437009354815,-1.380486901639424
2025-04-03 15:19:02.696,16,0.802371089578213,-2.26379943917574,-6.587347507903265
2025-04-03 15:19:02.848,7,-19.79213679577079,-6.001060861737776,-4.9285845257804635
2025-04-03 15:19:02.849,8,-16.874633315852435,0.9739758530282323,-4.158625073849704
2025-04-03 15:19:02.850,13,5.274177185598436,-1.6098497282033488,-24.886785882734696
2025-04-03 15:19:02.851,14,-8.069916234873363,5.981533269986091,6.1237002596275785
2025-04-03 15:19:02.852,15,17.923143466349572,1.141510240344751,-3.9859653779926036
2025-04-03 15:19:02.853,16,0.185908350606529,0.5847293977420276,-6.549419787764529
2025-04-03 15:19:03.012,7,-6.979174322492238,-1.8676099027591935,-11.56886571645699
2025-04-03 15:19:03.013,8,-4.741511450001161,1.2449789617255507,0.33129624931622637
2025-04-03 15:19:03.014,13,5.612340155014185,-0.5926666079519292,-9.719819404468181
2025-04-03 15:19:03.015,14,-3.3393952590644096,2.344250341204609,1.151851733922686
2025-04-03 15:19:03.015,15,14.998193819508915,0.733378132674354,-4.132177448144382
2025-04-03 15:19:03.016,16,-0.29320884674676306,1.1016782313874809,-2.108840093900872
2025-04-03 15:19:03.175,7,2.9902800505783684,-0.16881002090425912,-12.121638007429722
2025-04-03 15:19:03.176,8,5.860777412569421,0.3743714350900439,4.591630324286659
2025-04-03 15:19:03.177,13,7.213714088133244,-0.19539333062573305,-2.4999958052923175
2025-04-03 15:19:03.177,14,0.8625143037426417,1.0457504774418414,-2.7905874242942774
2025-04-03 15:19:03.178,15,12.581601920077507,-1.3152096496039778,-5.501605304924684
2025-04-03 15:19:03.179,16,-1.3696310603711006,-1.1921112932729265,-4.7257073397940665
2025-04-03 15:19:03.330,7,7.339541434710724,0.28913346031649845,-5.609823668196405
2025-04-03 15:19:03.331,8,8.885647824927005,-0.6882321501967265,3.98367941178938
2025-04-03 15:19:03.332,13,7.435936215611979,-0.16725903635663447,-1.7125367223951216
2025-04-03 15:19:03.333,14,1.4338137854346809,0.6740646871075332,-3.2735444887074436
2025-04-03 15:19:03.334,15,9.346409674922873,0.5628149407832315,1.0692995580044222
2025-04-03 15:19:03.335,16,-1.3815910446164466,-0.5423444868853781,-4.476051447767595
2025-04-03 15:19:03.497,7,8.38317555905333,1.3518840362263598,-4.7998843217204055
2025-04-03 15:19:03.498,8,10.589037511408105,-0.42661391169501844,1.043968814395042
2025-04-03 15:19:03.499,13,6.521171455226147,-0.13366753736582146,-0.9580696552677587
2025-04-03 15:19:03.500,14,2.6007026822003843,-0.10338390276309006,-1.3863335658894762
2025-04-03 15:19:03.501,15,7.513240790216287,-0.20607581731769276,4.517437888087998
2025-04-03 15:19:03.501,16,-1.2703962878925106,-1.5496742203647669,-2.5120429535660618
2025-04-03 15:19:03.654,7,8.069097600022499,2.0315265424938502,-4.131399893665043
2025-04-03 15:19:03.655,8,10.470008724740461,-0.5692208624008979,-1.6043225353125603
